character	number	Freq.	Unicode	syllables	viet	English	VietOnly	thaiCognate	thaiMeaning	etymology
技術	2047	9999999		2	kỹ thuật	technology				
客地	2058	9999999		2	khách địa	foreign land				
客地	3607	9999999		2	khách địa	foreign land				
上客	2061	9999999		2	thượng khách	guest of honour				
上客	2911	9999999		2	thượng khách	guest of honour				
恐龍	2070	9999999		2	khủng long	dinosaur				
下龍	2071	9999999		2	Hạ Long	Ha Long (city in Vietnam)				
下龍	3137	9999999		2	Hạ Long	Ha Long (city in Vietnam)				
囉喝	2073	9999999		2	la hét	to scream				
囉喝	2704	9999999		2	la hét	to scream				
𨷑𠰘	2087	9999999		2	mở miệng	to speak out, to pipe up				
𨷑𠰘	3296	9999999		2	mở miệng	to speak out, to pipe up				
朝鮮	2093	9999999		2	Triều Tiên	Korea				
公社	2100	9999999		2	công xã	commune				
公社	2839	9999999		2	công xã	commune				
公爵	2101	9999999		2	công tước	duke				
少婦	2117	9999999		2	thiếu phụ	young woman				
少婦	3311	9999999		2	thiếu phụ	young woman				
𨅸䬔	2131	9999999		2	đứng gió	windless, calm				
𨅸䬔	2918	9999999		2	đứng gió	windless, calm				
扒焒	2136	9999999		2	bắt lửa	to catch fire; to light				
扒焒	3006	9999999		2	bắt lửa	to catch fire; to light				
𨢇孟	2138	9999999		2	rượu mạnh	strong alcohol				
𨢇孟	2882	9999999		2	rượu mạnh	strong alcohol				
孟劸	2139	9999999		2	mạnh khoẻ	healthy				
孟劸	3794	9999999		2	mạnh khoẻ	healthy				
𠊟𡮣	2145	9999999		2	thằng bé	little guy, kid				
𠊟𡮣	2380	9999999		2	thằng bé	little guy, kid				
近視	2147	9999999		2	cận thị	short-sighted, myopic				
近視	3714	9999999		2	cận thị	short-sighted, myopic				
指示	2149	9999999		2	chỉ thị	to instruct; instructions				
指示	2809	9999999		2	chỉ thị	to instruct; instructions				
級下	2160	9999999		2	cấp hạ	lower class, low-ranking, low-grade				
級下	3133	9999999		2	cấp hạ	lower class, low-ranking, low-grade				
𢞂𥄬	2168	9999999		2	buồn ngủ	tired, sleepy				
𢞂𥄬	2986	9999999		2	buồn ngủ	tired, sleepy				
𢞂唭	2170	9999999		2	buồn cười	funny				
𢞂唭	2289	9999999		2	buồn cười	funny				
𢗼𢞂	2172	9999999		2	lo buồn	full of cares, sorrowful				
𢗼𢞂	2263	9999999		2	lo buồn	full of cares, sorrowful				
泰蘭	2174	9999999		2	Thái Lan	Thailand				
葻蘭	2175	9999999		2	bông lan	orchid				
葻蘭	3446	9999999		2	bông lan	orchid				
跢𣈖	2177	9999999		2	đá bóng	to play football (soccer)				
跢𣈖	2538	9999999		2	đá bóng	to play football (soccer)				
𨔈跢𣈖	2178	9999999		3	chơi đá bóng	play football (soccer)				
𨔈跢𣈖	2190	9999999		3	chơi đá bóng	play football (soccer)				
𨔈跢𣈖	2542	9999999		3	chơi đá bóng	play football (soccer)				
鬥跢	2179	9999999		2	đấu đá	to struggle, to attack				
鬥跢	3335	9999999		2	đấu đá	to struggle, to attack				
𥒥焒	2182	9999999		2	đá lửa	flint; silex				
𥒥焒	3012	9999999		2	đá lửa	flint; silex				
景物	2203	9999999		2	cảnh vật	scenery				
景物	2475	9999999		2	cảnh vật	scenery				
物品	2204	9999999		2	vật phẩm	articles, products, goods				
物品	3044	9999999		2	vật phẩm	articles, products, goods				
萬物	2205	9999999		2	vạn vật	all things and living beings				
萬物	3523	9999999		2	vạn vật	all things and living beings				
博物	2207	9999999		2	bác vật	engineer; erudition, scholarliness				
博物	2455	9999999		2	bác vật	engineer; erudition, scholarliness				
連結	2213	9999999		2	liên kết	to link, to connect				
連結	3109	9999999		2	liên kết	to link, to connect				
聯合	2218	9999999		2	liên hợp	union, association; to link, to join; to conjugate				
聯合	3211	9999999		2	liên hợp	union, association; to link, to join; to conjugate				
聯邦俄	2220	9999999		3	Liên Bang Nga	Russian Federation				
聯邦俄	2464	9999999		3	Liên Bang Nga	Russian Federation				
聯營	2221	9999999		2	liên doanh	joint venture				
聯營	3748	9999999		2	liên doanh	joint venture				
偨廚	2229	9999999		2	thầy chùa	buddhist temple bonze				
偨廚	2524	9999999		2	thầy chùa	buddhist temple bonze				
家庭治	2235	9999999		3	gia đình trị	nepotism				
家庭治	2577	9999999		3	gia đình trị	nepotism				
家庭治	3092	9999999		3	gia đình trị	nepotism				
作家	2236	9999999		2	tác gia	author				
作家	3272	9999999		2	tác gia	author				
家景	2237	9999999		2	gia cảnh	family condition, situation of the family				
家景	2477	9999999		2	gia cảnh	family condition, situation of the family				
儒家	2238	9999999		2	nho gia	confucianist				
儒家	3840	9999999		2	nho gia	confucianist				
引電	2248	9999999		2	dẫn điện	current carrying, conducting, live (electric)				
引電	2898	9999999		2	dẫn điện	current carrying, conducting, live (electric)				
畑電	2249	9999999		2	đèn điện	electric light; electric lamp				
畑電	3249	9999999		2	đèn điện	electric light; electric lamp				
絏電	2250	9999999		2	dây điện	electric cable, power line, current line				
絏電	3538	9999999		2	dây điện	electric cable, power line, current line				
香料	2254	9999999		2	hương liệu	spice, condiment				
香料	3202	9999999		2	hương liệu	spice, condiment				
鄉老	2256	9999999		2	hương lão	village elders				
鄉老	3172	9999999		2	hương lão	village elders				
鄉俗	2257	9999999		2	hương tục	village custom				
鄉俗	3235	9999999		2	hương tục	village custom				
飛隊	2268	9999999		2	phi đội	squadron				
飛隊	2443	9999999		2	phi đội	squadron				
隊軍	2269	9999999		2	đội quân	army				
隊軍	2328	9999999		2	đội quân	army				
決定論	2284	9999999		3	quyết định luận	determinism				
決定論	3693	9999999		3	quyết định luận	determinism				
決定論	3832	9999999		3	quyết định luận	determinism				
定料	2285	9999999		2	định liệu	to make arrangements for				
定料	3203	9999999		2	định liệu	to make arrangements for				
定例	2286	9999999		2	Định lệ	convention				
研究生	2302	9999999		3	nghiên cứu sinh	post-graduate				
研究生	3052	9999999		3	nghiên cứu sinh	post-graduate				
研究生	3898	9999999		3	nghiên cứu sinh	post-graduate				
儒生	2305	9999999		2	nho sinh	student (antiquated)				
儒生	3844	9999999		2	nho sinh	student (antiquated)				
生下	2306	9999999		2	sinh hạ	to give birth to				
生下	3140	9999999		2	sinh hạ	to give birth to				
生堆	2307	9999999		2	sinh đôi	twin, twins				
生堆	2387	9999999		2	sinh đôi	twin, twins				
印度	2316	9999999		2	Ấn Độ	India				
印度	2414	9999999		2	Ấn Độ	India				
印度洋	2317	9999999		3	Ấn Độ Dương	Indian Ocean				
印度洋	2350	9999999		3	Ấn Độ Dương	Indian Ocean				
印度洋	2415	9999999		3	Ấn Độ Dương	Indian Ocean				
印度教	2318	9999999		3	ấn độ giáo	hinduism				
印度教	2416	9999999		3	ấn độ giáo	hinduism				
印度教	3366	9999999		3	ấn độ giáo	hinduism				
角度	2319	9999999		2	góc độ	angle				
軍馬	2329	9999999		2	quân mã	troops; knight (in chess)				
軍馬	3274	9999999		2	quân mã	troops; knight (in chess)				
仉𧁷	2339	9999999		2	kẻ khó	the poor; beggar				
仉𧁷	2507	9999999		2	kẻ khó	the poor; beggar				
治病	2344	9999999		2	trị bệnh	to medicate, to cure				
治病	3089	9999999		2	trị bệnh	to medicate, to cure				
洋琴	2353	9999999		2	Dương cầm	piano				
徊𠸗	2369	9999999		2	hồi xưa	in earlier times, in former times				
徊𠸗	2569	9999999		2	hồi xưa	in earlier times, in former times				
藝輔	2377	9999999		2	nghề phụ	side-job, sideline				
藝輔	3304	9999999		2	nghề phụ	side-job, sideline				
堆𨑮	2386	9999999		2	đôi mươi	about twenty, twentyish				
堆𨑮	2965	9999999		2	đôi mươi	about twenty, twentyish				
𠭤恩	2390	9999999		2	trả ơn	to thank so. (for sth.)				
𠭤恩	3581	9999999		2	trả ơn	to thank so. (for sth.)				
柴棍	2394	9999999		2	Sài Gòn	Saigon				
黰最	2400	9999999		2	đen tối	dark, deep black				
黰最	2717	9999999		2	đen tối	dark, deep black				
最後	2402	9999999		2	tối hậu	final, last, ultimate				
最後	3425	9999999		2	tối hậu	final, last, ultimate				
𡶀滝	2408	9999999		2	núi sông	country, land				
𡶀滝	2845	9999999		2	núi sông	country, land				
𡽫滝	2409	9999999		2	non sông	home country				
𡽫滝	3687	9999999		2	non sông	home country				
紅河	2411	9999999		2	hồng hà	the Red River				
紅河	2616	9999999		2	hồng hà	the Red River				
印劍	2417	9999999		2	ấn kiếm	seal and sword				
印劍	2572	9999999		2	ấn kiếm	seal and sword				
紙印	2418	9999999		2	giấy in	printing paper				
紙印	2863	9999999		2	giấy in	printing paper				
打𤊡	2423	9999999		2	đánh bóng	to polish				
打𤊡	2548	9999999		2	đánh bóng	to polish				
打𩃳	2424	9999999		2	đánh bóng	to crosshatch, to shade (a painting)				
打𩃳	2535	9999999		2	đánh bóng	to crosshatch, to shade (a painting)				
打𣈖盤	2425	9999999		3	đánh bóng bàn	play table tennis				
打𣈖盤	2540	9999999		3	đánh bóng bàn	play table tennis				
打𣈖盤	2940	9999999		3	đánh bóng bàn	play table tennis				
打動	2427	9999999		2	đánh động	to alert, to warn				
打動	2931	9999999		2	đánh động	to alert, to warn				
飛劍	2444	9999999		2	phi kiếm	throwing sword				
飛劍	2573	9999999		2	phi kiếm	throwing sword				
艚戰	2459	9999999		2	tàu chiến	warship				
艚戰	2999	9999999		2	tàu chiến	warship				
合邦	2463	9999999		2	hợp bang	confederation				
合邦	3213	9999999		2	hợp bang	confederation				
侠士	2469	9999999		2	Hiệp sĩ	knight				
牙士	2470	9999999		2	nha sĩ	dentist				
藥士	2471	9999999		2	dược sĩ	pharmacist, chemist				
藥士	3457	9999999		2	dược sĩ	pharmacist, chemist				
瑞士	2472	9999999		2	Thuy Sĩ	Switzerland				
儒士	2473	9999999		2	nho sĩ	Confucian scholar				
儒士	3843	9999999		2	nho sĩ	Confucian scholar				
入景	2478	9999999		2	nhập cảnh	entry; entrance; to enter a country; to cross a country's border				
入景	3431	9999999		2	nhập cảnh	entry; entrance; to enter a country; to cross a country's border				
警衛	2481	9999999		2	cảnh vệ	guard, security guard, watchman				
警衛	3779	9999999		2	cảnh vệ	guard, security guard, watchman				
預支	2487	9999999		2	dự chi	planned expenditure				
預支	2843	9999999		2	dự chi	planned expenditure				
化値	2492	9999999		2	hoá trị	valence (in chemistry)				
化値	3101	9999999		2	hoá trị	valence (in chemistry)				
黨治	2497	9999999		2	đảng trị	(one) party rule, (one) party government				
黨治	3097	9999999		2	đảng trị	(one) party rule, (one) party government				
黨史	2498	9999999		2	đảng sử	party history				
黨史	3322	9999999		2	đảng sử	party history				
運命	2511	9999999		2	vận mạng	fate, destiny				
夾界	2517	9999999		2	giáp giới	to share the same border, to border				
夾界	3655	9999999		2	giáp giới	to share the same border, to border				
下界	2518	9999999		2	hạ giới	this world				
下界	3136	9999999		2	hạ giới	this world				
阿彌陀佛	2520	9999999		4	A di đà Phật	Amitābha (name of a celestial Buddha)				
阿彌陀佛	3028	9999999		4	A di đà Phật	Amitābha (name of a celestial Buddha)				
阿片	2521	9999999		2	a phiến	opium				
阿片	3908	9999999		2	a phiến	opium				
偨𧆄	2525	9999999		2	thầy thuốc	physician, doctor				
偨𧆄	2553	9999999		2	thầy thuốc	physician, doctor				
粓糝	2527	9999999		2	cơm tấm	broken rice with meat and vegetables (dish)				
粓糝	3193	9999999		2	cơm tấm	broken rice with meat and vegetables (dish)				
𤗲巾	2529	9999999		2	tấm khăn	towel				
𤗲巾	3718	9999999		2	tấm khăn	towel				
息䏾	2532	9999999		2	tức bụng	upset stomach, stomachache				
息䏾	2886	9999999		2	tức bụng	upset stomach, stomachache				
𣈖畑	2537	9999999		2	bóng đèn	light bulb				
𣈖畑	3248	9999999		2	bóng đèn	light bulb				
𣈖𩵜	2539	9999999		2	bóng cá	swim bladder				
𣈖𩵜	2869	9999999		2	bóng cá	swim bladder				
𣈖盤	2541	9999999		2	bóng bàn	table tennis				
𣈖盤	2941	9999999		2	bóng bàn	table tennis				
𣈖𦝄	2543	9999999		2	bóng trăng	moon				
𣈖𦝄	3471	9999999		2	bóng trăng	moon				
𣈖䬔	2544	9999999		2	bóng gió	allusive; hint				
𣈖䬔	2916	9999999		2	bóng gió	allusive; hint				
𧆄𥄬	2556	9999999		2	thuốc ngủ	sleeping pill, soporific				
𧆄𥄬	2989	9999999		2	thuốc ngủ	sleeping pill, soporific				
襖蘿	2559	9999999		2	áo lá	camisole, vest, women's undershirt				
襖蘿	2582	9999999		2	áo lá	camisole, vest, women's undershirt				
經財	2599	9999999		2	kinh tài	economy and finance				
經財	2976	9999999		2	kinh tài	economy and finance				
貪財	2600	9999999		2	tham tài	to be greedy for gain, to be mercenary				
貪財	2679	9999999		2	tham tài	to be greedy for gain, to be mercenary				
探子	2607	9999999		2	thám tử	scout, detective				
探子	2707	9999999		2	thám tử	scout, detective				
孔子	2609	9999999		2	Khổng Tử	Confucius				
孔子	3827	9999999		2	Khổng Tử	Confucius				
河内	2617	9999999		2	Hà Nội	Hanoi				
河内	3556	9999999		2	Hà Nội	Hanoi				
權能	2621	9999999		2	quyền năng	juridical power				
權能	3441	9999999		2	quyền năng	juridical power				
音節	2631	9999999		2	âm tết	syllable				
音節	3494	9999999		2	âm tết	syllable				
多音節	2632	9999999		3	đa âm tiết	polysyllabic				
多音節	3495	9999999		3	đa âm tiết	polysyllabic				
多音節	3564	9999999		3	đa âm tiết	polysyllabic				
發節	2633	9999999		2	phát tiết	to appear, to display, to show up				
發節	3159	9999999		2	phát tiết	to appear, to display, to show up				
接夾	2650	9999999		2	tiếp giáp	to adjoin, to be contiguous				
接夾	3658	9999999		2	tiếp giáp	to adjoin, to be contiguous				
佈陣	2653	9999999		2	bố trận	to dispose troops in battle formation				
佈陣	2767	9999999		2	bố trận	to dispose troops in battle formation				
戰陣	2654	9999999		2	chiến trận	battle, engagement				
戰陣	3002	9999999		2	chiến trận	battle, engagement				
失陣	2656	9999999		2	thất trận	to loose a battle, to be defeated				
失陣	3626	9999999		2	thất trận	to loose a battle, to be defeated				
衝𨒺	2659	9999999		2	xung quanh	around				
院研究	2665	9999999		3	viện nghiên cứu	research institute				
院研究	3055	9999999		3	viện nghiên cứu	research institute				
院研究	3900	9999999		3	viện nghiên cứu	research institute				
撑綠	2667	9999999		2	xanh lục	green				
撑綠	2982	9999999		2	xanh lục	green				
茶撑	2670	9999999		2	trà xanh	green tea				
茶撑	3392	9999999		2	trà xanh	green tea				
撑ㇴ	2671	9999999		2	xanh xanh	greenish, bluish				
撑ㇴ	3916	9999999		2	xanh xanh	greenish, bluish				
𦊚方	2675	9999999		2	bốn phương	four directions (of the compass)				
𦊚方	2854	9999999		2	bốn phương	four directions (of the compass)				
𧖱貪	2680	9999999		2	máu tham	cupidity				
𧖱貪	3111	9999999		2	máu tham	cupidity				
參戰	2685	9999999		2	tham chiến	to be at war, to wage war				
參戰	3000	9999999		2	tham chiến	to be at war, to wage war				
閻王星	2688	9999999		3	Diêm Vương Tinh	Pluto				
閻王星	3377	9999999		3	Diêm Vương Tinh	Pluto				
探險	2709	9999999		2	thám hiểm	to explore				
探險	3882	9999999		2	thám hiểm	to explore				
庯舍	2714	9999999		2	phố xá	streets				
庯舍	3720	9999999		2	phố xá	streets				
粓黰	2718	9999999		2	cơm đen	opium (colloquial)				
粓黰	3194	9999999		2	cơm đen	opium (colloquial)				
道佛	2730	9999999		2	đạo phật	buddhism; buddhist (verb)				
道佛	3029	9999999		2	đạo phật	buddhism; buddhist (verb)				
赤道	2731	9999999		2	Xích đạo	equator				
輔道	2732	9999999		2	phụ đạo	to give extra-class help				
輔道	3305	9999999		2	phụ đạo	to give extra-class help				
圖㕵	2737	9999999		2	đồ uống	beverage, drink				
圖㕵	2801	9999999		2	đồ uống	beverage, drink				
海口	2753	9999999		2	hải khẩu	river delta, estuary				
海口	3572	9999999		2	hải khẩu	river delta, estuary				
上海	2754	9999999		2	Thượng Hải	Shanghai				
上海	2908	9999999		2	Thượng Hải	Shanghai				
海賊	2758	9999999		2	hải tặc	pirate				
黄海	2760	9999999		2	Hoàng Hải	Yellow Sea				
黑海	2761	9999999		2	Hắc Hải	Black Sea				
