index	sequence_index	section	thai	phonetic	register	definition	note	custom-note
3495	15	175	ขอโทษนะที่ไม่ได้ติดต่อคุณ	kɔ̌ɔ-tôot ná tîi mâi-dâi dtìt-dtɔ̀ɔ kun (		I)’m sorry for not having contacted you. / (I)’m sorry that I didn’t contact you.		
3496	16	175	ใกล้จะคลอดแล้ว	glâi jà klɔ̂ɔt lɛ́ɛo		(She)’s about to give birth. / (She)’s going into labor.		
3497	17	175	เขาถูกประหารชีวิต	kǎo tùuk bprà-hǎan-chii-wít		He was executed. (received the death penalty)		
3498	18	175	พูดให้มันดีๆหน่อย	pûut hâi man dii-dii nɔ̀i	STRONG	Watch your language! / Speak nicely!		
3499	19	175	เป็นลางร้าย	bpen laang-ráai		It’s a bad omen. / That’s ominous.		
3500	20	175	อย่ามาเสือก	yàa maa sʉ̀ak	STRONG	Don’t butt in! / Don’t intrude!		
3501	1	176	ผม(ก็)ตกใจ	pǒm (gɔ̂ɔ) dtòk-jai		I was shocked. / I was startled.		
3502	2	176	เขาไม่พอใจ	kǎo mâi-pɔɔ-jai		He’s angry/upset/not satisfied with…		
3503	3	176	ฉันรู้จักเขาดี	chǎn rúu-jàk kǎo dii		I know him well. / I know her well.		
3504	4	176	เสร็จแล้วหรือ	sèt lɛ́ɛo rʉ̌ʉ		Are you finished? / Are you done?		
3505	5	176	เสร็จแล้ว	sèt lɛ́ɛo		I’m done. / It’s finished.		
3506	6	176	ไม่ต้อง	mâi-dtɔ̂ng		No (it’s not necessary). / No need.		
3507	7	176	จริงๆ(นะ)	jing-jing (ná)		Really! / It’s true!		
3508	8	176	ยังไม่สุก	yang mâi sùk		It’s not ripe (yet). / It’s not cooked.		
3509	9	176	ฉัน(มัน)เลว	chǎn (man) leeo		I’m bad. / I’m so bad. / I’m no good.	มัน (man) often means ‘it’ but here it’s used in a derogatory way to refer to oneself.	
3510	10	176	เป็นไปได้ว่า	... bpen-bpai-dâi wâa...		It’s possible that… / There’s a possibility that…		
3511	11	176	ออกมาสิ	ɔ̀ɔk-maa sì		Come out.		
3512	12	176	เขาออกมาแล้ว	kǎo ɔ̀ɔk-maa lɛ́ɛo		He’s out. / He came out.		
3513	13	176	เข้ามาข้างใน	kâo-maa kâang-nai		Come inside.		
3514	14	176	ดีๆ	dii-dii		Good, good. / Good. / That’s good.		
3515	15	176	ตอนนี้ยัง(ค่ะ)	dtɔɔn-níi yang (kà)		Not yet. / No, not yet. / Right now—no.		
3516	16	176	(ที่นี่)บ้านของใคร	(tîi-nîi) bâan kɔ̌ɔng krai		Whose house is this?		
3517	17	176	จับไม่ได้	jàp mâi-dâi		They can’t catch him. / You can’t catch me.		
3518	18	176	ผมไม่ไปหรอก	pǒm mâi bpai rɔ̀ɔk		I’m not going. / I’m not going to go. / I’m never gonna go (there).		
3519	19	176	เหมือนมาก	mʉ̌an mâak		Very similar! / It looks almost the same! / They look very similar!		
3520	20	176	พอเถอะ	pɔɔ tə̀		That’s enough. / That’s plenty.		
3521	1	177	(หน้าตา)น่าเกลียดน่าชัง	(nâa-dtaa) nâa-glìat nâa-chang		He’s so cute! / She’s so adorable! (usually said of a baby)	Literally, this means the baby looks ugly and despicable. Traditionally, this was said to trick any bad spirits away from the baby.	
3522	2	177	เธอไม่มีวันยอม	təə mâi-mii-wan yɔɔm		She’ll never let you. / She’ll never allow it.		
3523	3	177	ได้รับความเสียหายอย่างหนัก	dâi-ráp kwaam-sǐa-hǎai yàang-nàk	SEMI-FORMAL	(It) was badly damaged.		
3524	4	177	เราสามารถช่วยเหลือคุณได้	rao sǎa-mâat chûai-lʉ̌a kun dâi	FORMAL	We can help/assist you.		
3525	5	177	เธอออกไปรอข้างนอก(ก่อน)	təə ɔ̀ɔk-bpai rɔɔ kâang-nɔ̂ɔk (gɔ̀ɔn) (		You) go wait outside.		
3526	6	177	ต้องทำให้ได้	dtɔ̂ng tam hâi-dâi		I must do it! / You have to do it!		
3527	7	177	คุณก็รู้อยู่แล้วนี่	kun gɔ̂ɔ rúu yùu lɛ́ɛo nîi		You know that (already)!		
3528	8	177	ยุ่งจนไม่มีเวลาทำอะไร	yûng jon mâi mii wee-laa tam à-rai (		I)’m so busy that I have no time for anything. / (I)’m so busy working that I have no time to do anything else.		
3529	9	177	นักโทษแหกคุก	nák-tôot hɛ̀ɛk-kúk		The prisoner escaped from jail. / The prisoners broke out of the prison.		
3530	10	177	(…)จะได้ไม่เหงา (…)	jà-dâi-mâi ngǎo (…) so you won		’t get lonely. / (…) so she won’t be lonely.		
3531	11	177	คิดซะว่าเป็น... / คิดเสียว่าเป็น	... kít sá wâa bpen... / kít sǐa wâa bpen...		(Just) consider it… / (Just) think of it as…		
3532	12	177	ฉันเคยได้ยินมาว่า	... chǎn kəəi dâi-yin maa wâa...		I’ve heard before that… / I hear that…		
3533	13	177	ที่แท้ก็	... tîi tɛ́ɛ gɔ̂ɔ...		But in fact… / But actually…		
3534	14	177	จงจำไว้ว่า	...  jong jam wái wâa...	LITERARY	Remember… / Keep in mind…		
3535	15	177	เขาถูกจับเป็นเชลย	kǎo tùuk jàp bpen chà-ləəi		He was taken captive/prisoner.		
3536	16	177	ทำอย่างนี้ไม่ได้	tam yàang-níi mâi-dâi		You can’t do this!		
3537	17	177	ผมเองก็เช่นกัน	pǒm eeng gɔ̂ɔ chên-gan	FORMAL	And so am I. / And me likewise. / And I am, too.		
3538	18	177	ไม่ต้องมาแก้ตัว	mâi-dtɔ̂ng maa gɛ̂ɛ-dtua		Don’t make excuses! / No excuses! / Don’t give me any excuses!		
3539	19	177	(คุณ)จะไปรู้อะไร	(kun) jà bpai rúu à-rai	INFORMAL/STRONG	What (the hell) do/would you know?! (implying the listener knows nothing)		
3540	20	177	เราไม่ถูกกัน	rao mâi tùuk-gan		We don’t get along.		
3541	1	178	รออะไรอยู่(คะ)	rɔɔ à-rai yùu (ká)		What are you waiting for?		
3542	2	178	ไม่ต้องกังวล	mâi-dtɔ̂ng gan-won		Don’t worry. / No need to worry.		
3543	3	178	เป็นเรื่องปกติ	bpen rʉ̂ang bpòk-gà-dtì		It’s common. / It’s normal.	ปกติ (bpàk-gà-dtì) is an alternative pronunciation for this word.	
3544	4	178	ฉันจะให้โอกาสอีกครั้ง	chǎn jà hâi oo-gàat ìik kráng		I’ll give you another chance.		
3545	5	178	ผมต้องดูแลเขา	pǒm dtɔ̂ng duu-lɛɛ kǎo		I have to take care of her.		
3546	6	178	ไม่ต้องรู้สึกผิดเลย/หรอก	mâi-dtɔ̂ng rúu-sʉ̀k pìt ləəi/rɔ̀ɔk (		You) don’t need to feel guilty.		
3547	7	178	กี่เดือนแล้ว	gìi dʉan lɛ́ɛo		How many months pregnant are you? OR How many months are you?		
3548	8	178	มันไม่ใช่ความรัก	man mâi-châi kwaam-rák		It’s not love. / That’s not love. / It wasn’t love.		
3549	9	178	นอนพักเถอะ(นะคะ)	nɔɔn pák tə̀ (ná-ká) (		You) get some sleep/rest.		
3550	10	178	คุณต้องตัดสินใจว่า	... kun dtɔ̂ng dtàt-sǐn-jai wâa...		You have to decide…		
3551	11	178	ผมไม่เคยรู้มาก่อน(ว่า... )	pǒm mâi-kəəi rúu maa-gɔ̀ɔn (wâa...)		I never knew before (that…)		
3552	12	178	ฉันยังไม่เต็มใจ	... chǎn yang mâi dtem-jai...		I’m not willing… / I’m reluctant to…		
3553	13	178	ถ้า(คุณ)ไม่ได้ทำ	... tâa (kun) mâi-dâi tam...		If (you) didn’t do it…		
3554	14	178	(เดี๋ยว)ฉันเช็ดให้นะคะ	(dǐao) chǎn chét hâi ná-ká		I’ll wipe it up (for you). / Let me dry you off.		
3555	15	178	(เอา)วางไว้ (บนโต๊ะ)	(ao) waang-wái (bon dtó)		Leave it (on the table). / Put it (on the table). / Set it (on the table).		
3556	16	178	ค่อยๆลุกขึ้น	kɔ̂i-kɔ̂i lúk-kʉ̂n		Get up slowly.		
3557	17	178	หกหมดเลย	hòk mòt ləəi		It spilled all over (the place)!		
3558	18	178	มันเสี่ยงมาก	man sìang mâak		It’s very risky.		
3559	19	178	แค่หยอก(เล่น)	kɛ̂ɛ yɔ̀ɔk (lên)		Just teasing! / Just joking!		
3560	20	178	เขาไม่กล้า(หรอก)	kǎo mâi-glâa (rɔ̀ɔk)		He wouldn’t dare!		
3561	1	179	หายใจลึกๆ	hǎai-jai lʉ́k-lʉ́k		Breathe deeply. / Take a deep breath.		
3562	2	179	ไม่รู้เรื่องอะไร(เลย)	mâi-rúu-rʉ̂ang à-rai (ləəi)		You don’t know anything! / I don’t know anything.		
3563	3	179	ไม่มีใครช่วยได้	mâi-mii-krai chûai dâi		No one can help me. / No one can help.		
3564	4	179	ใครกัน	krai gan	BIT STRONG or SURPRISED	Who? / Who’s that?		
3565	5	179	คุณมาตั้งแต่เมื่อไหร่	kun maa dtâng-dtɛ̀ɛ mʉ̂a-rài		When did you get here?		
3566	6	179	อย่าให้ใครรู้	yàa hâi krai rúu		Don’t let anyone know!		
3567	7	179	บอกผมมาเลย	bɔ̀ɔk pǒm maa ləəi	INFORMAL	Tell me. (urging)		
3568	8	179	เขาเลือกไม่ได้	kǎo lʉ̂ak mâi-dâi		She had no choice. / She couldn’t choose.		
3569	9	179	ไม่อยากทำอย่างนี้	mâi yàak tam yàang-níi (		I) don’t wanna do this.		
3570	10	179	(มัน)ไม่ได้แปลว่า	... (man) mâi-dâi bplɛ̀ɛ-wâa...		It/that doesn’t mean…		
3571	11	179	ว่าแต่	… wâa-dtɛ̀ɛ...		Speaking of… / By the way… / So…		
3572	12	179	ไม่รู้หรือว่า	... mâi rúu rʉ̌ʉ wâa...		Don’t you know (that)…?		
3573	13	179	ฉันแปลกใจที่	... chǎn bplɛ̀ɛk-jai tîi...		I’m surprised that…		
3574	14	179	เปลี่ยนใจทำไม / ทำไม(ถึง)เปลี่ยนใจ	bplìan-jai tam-mai / tam-mai (tʉ̌ng) bplìan-jai		Why did you change your mind?		
3575	15	179	ขออุ้มหน่อย(ได้ไหม)	kɔ̌ɔ ûm nɔ̀i (dâi-mǎi)		Can I hold him? / Can I hold her? (of a baby)		
3576	16	179	ต้องเลี้ยงลูกคนเดียว	dtɔ̂ng líang lûuk kon-diao (		She) had to raise her son/daughter by herself.		
3577	17	179	ผมไม่อยากอยู่ที่นี่แล้ว	pǒm mâi-yàak yùu tîi-nîi lɛ́ɛo		I don’t wanna live/stay here anymore.		
3578	18	179	ผมจะคุยกับเขาเอง	pǒm jà kui-gàp kǎo eeng		I’ll talk to him myself.		
3579	19	179	ต้องเตรียมไว้ก่อน	dtɔ̂ng dtriam wái gɔ̀ɔn		You gotta be prepared (in advance). / You should be ready.		
3580	20	179	ต้องเลิกคิดถึงเธอ	dtɔ̂ng lə̂ək kít-tʉ̌ng təə		(I) have to get her out of my head! / (I) have to stop thinking about her!		
3581	1	180	มีอะไรจะฝากไหม	mii à-rai jà fàak mǎi		Is there something you want me to tell him? / Do you want me to tell her anything?		
3582	2	180	ไหนดูสิ	nǎi duu sì		(Well,) let me see. / Show me. / Let’s see then.		
3583	3	180	จะทำอะไรก็ทำเถอะ	jà tam à-rai gɔ̂ɔ tam tə̀		Do whatever you want! / Do whatever you want to do!		
3584	4	180	อย่างนั้นหรือ	yàang-nán-rʉ̌ʉ		Is that so? / Really?		
3585	5	180	ต้องทำอย่างไรถึงจะ(รวย)	dtɔ̂ng tam yàang-rai tʉ̌ng-jà (ruai)		What do I have/need to do to (get rich)?		
3586	6	180	ฉันไม่ได้หมายความว่าอย่างนั้น	chǎn mâi-dâi mǎai-kwaam-wâa yàang-nán		That’s not what I meant. / I didn’t mean it that way.		
3587	7	180	เป็นแม่คนแล้ว	bpen mɛ̂ɛ kon lɛ́ɛo	IDIOMATIC	She’s a mother now. / I’m a mother now.		
3588	8	180	จะตั้งชื่อลูกว่าอะไร	jà dtâng-chʉ̂ʉ lûuk wâa à-rai		What are you gonna name your baby?		
3589	9	180	ไม่รอดแน่	mâi rɔ̂ɔt nɛ̂ɛ		(He)’ll never make it! / (He) won’t survive!		
3590	10	180	ขอพูดตรงๆนะ	...  kɔ̌ɔ pûut dtrong-dtrong ná...	SEMI-FORMAL	Let me be frank… / Let me speak frankly… / I’m going to be honest with you…		
3591	11	180	โดยทั่วไปแล้ว	...  dooi-tûa-bpai-lɛ́ɛo...	SEMI-FORMAL	Generally… / Normally… / Ordinarily…		
3592	12	180	ในทางตรงข้าม	...  nai-taang-dtrong-kâam...	FORMAL	On the other hand… / Whereas…		
3593	13	180	…เป็นเวลานาน	...bpen wee-laa-naan		…for a long time. / …for so long.		
3594	14	180	ใครจะอาสา(... )	krai jà aa-sǎa(...)		Who will volunteer (to…)?		
3595	15	180	ไม่มีสิทธิ์(ที่จะ)	... mâi-mii-sìt (tii-jà)...		You have no right (to)… !		
3596	16	180	มีสิทธิ์อะไร	... mii-sìt à-rai...		What right do you have (to)… ?!		
3597	17	180	ผมจะรีบไปรีบกลับ	pǒm jà rîip bpai rîip glàp		I’ll hurry back. / I’ll be back soon. / I’ll be back as soon as possible. (go quickly and return quickly)		
3598	18	180	ผมไม่ได้เป็นคนเริ่มก่อน	pǒm mâi-dâi bpen kon rə̂əm gɔ̀ɔn		I’m not the one who started it. (the fight, argument, etc.)		
3599	19	180	อาจจะมากกว่านั้น	àat-jà mâak-gwàa nán		Maybe more (than that). / Maybe longer (than that).		
3600	20	180	ไม่ต้องพูดอะไรแล้ว	mâi-dtɔ̂ng pûut à-rai lɛ́ɛo		Don’t say anything (more). / You don’t need to say anything anymore.		
3601	1	181	ต้องลุกขึ้นสู้	dtɔ̂ng lúk-kʉ̂n sûu (		You) have to fight! / (You) have to stand up and fight! / (You) have to take a stand!		
3602	2	181	มันคนละเรื่อง	man kon-lá-rʉ̂ang		That’s a different story. / That’s another story. / It’s a different matter.		
3603	3	181	เรื่อง(มัน)เกิดขึ้นแล้ว	rʉ̂ang (man) gə̀ət-kʉ̂n lɛ́ɛo		It happened already. / It already happened.		
3604	4	181	เขาเล่าให้ฟังทุกอย่าง(แล้ว)	kǎo lâo-hâi-fang túk-yàang (lɛ́ɛo)		He told me everything.		
3605	5	181	ฉันเผลอหลับไป	chǎn plə̌ə-làp bpai		I dozed off. / I nodded off. / I fell asleep.		
3606	6	181	ต้องสมัครสมาชิกก่อน	dtɔ̂ng sà-màk sà-maa-chík gɔ̀ɔn		You have to be a member (first). / You have to join first.		
3607	7	181	เดี๋ยวตบปาก	dtǐao dtòp bpàak	ANGRY	I’m gonna smack you!		
